,Symbol,Date,Open,High,Low,Close,Adj_Close,Volume,t
1,AMZN,2014-01-02,398.799988,399.359985,394.019989,397.970001,397.970001,2137800,1
2,AMZN,2014-01-03,398.290009,402.709991,396.220001,396.440002,396.440002,2210200,2
3,AMZN,2014-01-06,395.850006,397,388.420013,393.630005,393.630005,3170600,3
4,AMZN,2014-01-07,395.040009,398.470001,394.290009,398.029999,398.029999,1916000,4
5,AMZN,2014-01-08,398.470001,403,396.040009,401.920013,401.920013,2316500,5
6,AMZN,2014-01-09,403.709991,406.890015,398.440002,401.01001,401.01001,2103000,6
7,AMZN,2014-01-10,402.529999,403.76001,393.799988,397.660004,397.660004,2679500,7
8,AMZN,2014-01-13,397.980011,399.779999,388.450012,390.980011,390.980011,2844900,8
9,AMZN,2014-01-14,392.130005,398.630005,391.290009,397.540009,397.540009,2340100,9
10,AMZN,2014-01-15,398.940002,399.309998,392.529999,395.869995,395.869995,2678300,10
11,AMZN,2014-01-16,393.679993,399.290009,389.410004,395.799988,395.799988,2601200,11
12,AMZN,2014-01-17,394.26001,403.48999,393.660004,399.609985,399.609985,4505100,12
13,AMZN,2014-01-21,403,407.799988,401.600006,407.049988,407.049988,3122100,13
14,AMZN,2014-01-22,408,408.059998,402,404.540009,404.540009,2060500,14
15,AMZN,2014-01-23,401,406.170013,397.790009,399.869995,399.869995,3025400,15
16,AMZN,2014-01-24,398.160004,400.200012,387.269989,387.600006,387.600006,4458400,16
17,AMZN,2014-01-27,390.5,394.100006,380.48999,386.279999,386.279999,3936800,17
18,AMZN,2014-01-28,387.399994,394.73999,387.119995,394.429993,394.429993,2894500,18
19,AMZN,2014-01-29,392.160004,392.850006,383.23999,384.200012,384.200012,3382300,19
20,AMZN,2014-01-30,393.769989,406.25,387.700012,403.01001,403.01001,10473900,20
21,AMZN,2014-01-31,371.76001,375.450012,357.76001,358.690002,358.690002,16154800,21
22,AMZN,2014-02-03,358.980011,360.850006,340.100006,346.149994,346.149994,10280800,22
23,AMZN,2014-02-04,349.589996,354,344.019989,347.950012,347.950012,4812900,23
24,AMZN,2014-02-05,346,349.369995,337.730011,346.450012,346.450012,4435400,24
25,AMZN,2014-02-06,347.399994,354.820007,347.399994,354.589996,354.589996,3335700,25
26,AMZN,2014-02-07,358.980011,361.799988,352.48999,361.079987,361.079987,4330500,26
27,AMZN,2014-02-10,361.609985,365,359.350006,360.869995,360.869995,3449700,27
28,AMZN,2014-02-11,361.839996,363.609985,356.25,361.790009,361.790009,3222100,28
29,AMZN,2014-02-12,356.429993,357.75,346.320007,349.25,349.25,6587700,29
30,AMZN,2014-02-13,347.700012,357.200012,346.5,357.200012,357.200012,4175000,30
31,AMZN,2014-02-14,359.339996,359.339996,353.350006,357.350006,357.350006,3520200,31
32,AMZN,2014-02-18,355.279999,355.730011,349.450012,353.649994,353.649994,4998000,32
33,AMZN,2014-02-19,352.640015,354.540009,346.100006,347.380005,347.380005,4168100,33
34,AMZN,2014-02-20,348.799988,350.459991,344.380005,349.799988,349.799988,3492800,34
35,AMZN,2014-02-21,352.440002,354.140015,346.75,346.76001,346.76001,4210000,35
36,AMZN,2014-02-24,345.190002,353,343.290009,351.779999,351.779999,3644700,36
37,AMZN,2014-02-25,353,361.079987,351.579987,358.320007,358.320007,3736400,37
38,AMZN,2014-02-26,359.859985,364.75,357.170013,359.799988,359.799988,3622100,38
39,AMZN,2014-02-27,357.220001,360.589996,355.5,360.130005,360.130005,3104900,39
40,AMZN,2014-02-28,360.600006,365.869995,357.079987,362.100006,362.100006,3882000,40
41,AMZN,2014-03-03,358.73999,360.959991,354.480011,359.779999,359.779999,2798300,41
42,AMZN,2014-03-04,363.899994,365.679993,362.459991,363.899994,363.899994,2704400,42
43,AMZN,2014-03-05,364.130005,372.730011,363.899994,372.369995,372.369995,3848300,43
44,AMZN,2014-03-06,374.049988,375.329987,368.899994,372.160004,372.160004,2926600,44
45,AMZN,2014-03-07,374.579987,374.98999,369.529999,372.059998,372.059998,2279800,45
46,AMZN,2014-03-10,372.690002,372.730011,367,370.529999,370.529999,2105800,46
47,AMZN,2014-03-11,370.98999,372.799988,367.279999,368.820007,368.820007,2246100,47
48,AMZN,2014-03-12,366.399994,371.160004,363.609985,370.640015,370.640015,2216600,48
49,AMZN,2014-03-13,376.619995,383.109985,368.079987,371.51001,371.51001,6829000,49
50,AMZN,2014-03-14,372.799988,378.570007,371.549988,373.73999,373.73999,4402200,50
51,AMZN,2014-03-17,375.720001,378.850006,374.880005,375.040009,375.040009,2303000,51
52,AMZN,2014-03-18,377.320007,379,375,378.769989,378.769989,2483500,52
53,AMZN,2014-03-19,378.769989,379,369.420013,373.230011,373.230011,2646700,53
54,AMZN,2014-03-20,370.640015,373,366.220001,368.970001,368.970001,2558500,54
55,AMZN,2014-03-21,371,372.839996,358.399994,360.619995,360.619995,5414100,55
56,AMZN,2014-03-24,360.089996,361.5,348.600006,351.850006,351.850006,4873500,56
57,AMZN,2014-03-25,354.029999,358.970001,348.839996,354.709991,354.709991,4445700,57
58,AMZN,2014-03-26,357.130005,357.600006,343.399994,343.410004,343.410004,4120700,58
59,AMZN,2014-03-27,343.149994,344,330.880005,338.470001,338.470001,5766400,59
60,AMZN,2014-03-28,340.049988,347,336.079987,338.290009,338.290009,3986800,60
61,AMZN,2014-03-31,342.399994,346.290009,334.059998,336.369995,336.369995,4297500,61
62,AMZN,2014-04-01,338.089996,344.429993,338,342.98999,342.98999,3600100,62
63,AMZN,2014-04-02,345.98999,348.299988,340.380005,341.959991,341.959991,4475500,63
64,AMZN,2014-04-03,341.820007,342.5,328.459991,333.619995,333.619995,6399300,64
65,AMZN,2014-04-04,335.149994,335.440002,315.609985,323,323,12534600,65
66,AMZN,2014-04-07,320.98999,324.940002,313.130005,317.76001,317.76001,7077400,66
67,AMZN,2014-04-08,321.880005,328,318.440002,327.070007,327.070007,6577600,67
68,AMZN,2014-04-09,328.470001,332.179993,322.5,331.809998,331.809998,5056600,68
69,AMZN,2014-04-10,330.600006,331,316.5,317.109985,317.109985,6126700,69
70,AMZN,2014-04-11,314,316.5,309.5,311.730011,311.730011,7287500,70
71,AMZN,2014-04-14,317.670013,320.480011,311.279999,315.910004,315.910004,4293500,71
72,AMZN,2014-04-15,316.700012,318.279999,305.5,316.079987,316.079987,5398600,72
73,AMZN,2014-04-16,321.170013,324,314.709991,323.679993,323.679993,4284900,73
74,AMZN,2014-04-17,319.76001,328.660004,319.76001,324.910004,324.910004,4299200,74
75,AMZN,2014-04-21,323.970001,331.149994,322.309998,330.869995,330.869995,2999400,75
76,AMZN,2014-04-22,332,337.5,328.940002,329.320007,329.320007,3711600,76
77,AMZN,2014-04-23,333.059998,333.130005,323.390015,324.579987,324.579987,3604600,77
78,AMZN,2014-04-24,329.670013,337.399994,322.950012,337.149994,337.149994,9293700,78
79,AMZN,2014-04-25,316.25,316.48999,302.709991,303.829987,303.829987,16180200,79
80,AMZN,2014-04-28,304,304.390015,288,296.579987,296.579987,14479800,80
81,AMZN,2014-04-29,296.440002,301.839996,290.450012,300.380005,300.380005,6509300,81
82,AMZN,2014-04-30,298.100006,304.559998,298.100006,304.130005,304.130005,4088600,82
83,AMZN,2014-05-01,304.130005,310.480011,304,307.890015,307.890015,4328600,83
84,AMZN,2014-05-02,310.420013,313.290009,304.309998,308.01001,308.01001,3995100,84
85,AMZN,2014-05-05,306.369995,310.230011,305,310.049988,310.049988,2519900,85
86,AMZN,2014-05-06,309.529999,309.809998,297.040009,297.380005,297.380005,4682300,86
87,AMZN,2014-05-07,295.559998,296.399994,286.679993,292.709991,292.709991,7015200,87
88,AMZN,2014-05-08,290.820007,295.880005,287.230011,288.320007,288.320007,3848200,88
89,AMZN,2014-05-09,290.570007,293.679993,284.380005,292.23999,292.23999,4063000,89
90,AMZN,2014-05-12,294.299988,303.339996,294.160004,302.859985,302.859985,3729600,90
91,AMZN,2014-05-13,302.600006,305.600006,300.75,304.640015,304.640015,3509900,91
92,AMZN,2014-05-14,302.5,304.640015,296.660004,297.619995,297.619995,3323300,92
93,AMZN,2014-05-15,298.019989,299.200012,290.380005,295.190002,295.190002,4295100,93
94,AMZN,2014-05-16,292.799988,298.880005,291.549988,297.700012,297.700012,3636800,94
95,AMZN,2014-05-19,295.76001,299,293.809998,296.76001,296.76001,2284200,95
96,AMZN,2014-05-20,297.100006,304.459991,296.75,301.190002,301.190002,4095700,96
97,AMZN,2014-05-21,302.209991,305.959991,301.519989,305.01001,305.01001,3408800,97
98,AMZN,2014-05-22,305.049988,308.540009,303.01001,304.910004,304.910004,2576800,98
99,AMZN,2014-05-23,305.459991,312.350006,304.899994,312.23999,312.23999,3052900,99
100,AMZN,2014-05-27,314.410004,314.630005,307.380005,310.820007,310.820007,4862100,100
101,AMZN,2014-05-28,309.5,313.820007,307.420013,310.160004,310.160004,2726000,101
102,AMZN,2014-05-29,310.420013,314.869995,310.200012,313.779999,313.779999,2365500,102
103,AMZN,2014-05-30,314.429993,314.649994,307.570007,312.549988,312.549988,4260200,103
104,AMZN,2014-06-02,312.589996,312.600006,307,308.839996,308.839996,2203400,104
105,AMZN,2014-06-03,305.75,307.920013,305.070007,307.190002,307.190002,2379200,105
106,AMZN,2014-06-04,306.850006,309.5,303.839996,306.779999,306.779999,2107100,106
107,AMZN,2014-06-05,308.100006,327.940002,306.899994,323.570007,323.570007,7796700,107
108,AMZN,2014-06-06,325,330.880005,324.929993,329.670013,329.670013,5244000,108
109,AMZN,2014-06-09,331.570007,333,325.649994,327.5,327.5,3212200,109
110,AMZN,2014-06-10,327.649994,335.5,327.5,332.410004,332.410004,3663400,110
111,AMZN,2014-06-11,336,340.720001,333.880005,335.200012,335.200012,4436800,111
112,AMZN,2014-06-12,335.549988,335.549988,324.660004,325.910004,325.910004,4276300,112
113,AMZN,2014-06-13,327.049988,329.299988,323.529999,326.269989,326.269989,2764800,113
114,AMZN,2014-06-16,324.859985,328.690002,323.519989,327.619995,327.619995,2449800,114
115,AMZN,2014-06-17,327.540009,331.339996,325.230011,325.619995,325.619995,2924100,115
116,AMZN,2014-06-18,328,335.75,325,334.380005,334.380005,6401500,116
117,AMZN,2014-06-19,335.26001,338.899994,325.980011,327,327,5320600,117
118,AMZN,2014-06-20,327.76001,328.220001,320.420013,324.200012,324.200012,6054000,118
119,AMZN,2014-06-23,323.329987,327.549988,321.410004,327.23999,327.23999,2604800,119
120,AMZN,2014-06-24,327.540009,329.730011,322.73999,324.160004,324.160004,2626600,120
121,AMZN,2014-06-25,324.329987,328.149994,321.73999,327.440002,327.440002,2327800,121
122,AMZN,2014-06-26,328.48999,328.649994,322.130005,325.690002,325.690002,2699500,122
123,AMZN,2014-06-27,325.880005,326.519989,323.269989,324.570007,324.570007,2416200,123
124,AMZN,2014-06-30,324.980011,326.980011,322.23999,324.779999,324.779999,2671300,124
125,AMZN,2014-07-01,325.859985,333.200012,325.100006,332.390015,332.390015,3173600,125
126,AMZN,2014-07-02,333.200012,336.76001,331.660004,332.850006,332.850006,2681300,126
127,AMZN,2014-07-03,334.829987,338.299988,333.079987,337.48999,337.48999,1944300,127
128,AMZN,2014-07-07,337.5,337.549988,332.519989,333.549988,333.549988,2128900,128
129,AMZN,2014-07-08,333.100006,333.73999,321.399994,323.809998,323.809998,4271600,129
130,AMZN,2014-07-09,324.709991,330.200012,323.149994,329.970001,329.970001,3166100,130
131,AMZN,2014-07-10,324.339996,329.980011,322.649994,327.920013,327.920013,2665000,131
132,AMZN,2014-07-11,334.709991,347,334.709991,346.200012,346.200012,8300800,132
133,AMZN,2014-07-14,347.029999,355.769989,345.359985,355.320007,355.320007,5609900,133
134,AMZN,2014-07-15,353.720001,355.589996,349.399994,354.440002,354.440002,4170900,134
135,AMZN,2014-07-16,355.619995,359.320007,353,355.899994,355.899994,3503600,135
136,AMZN,2014-07-17,353.440002,356.959991,351.380005,352.450012,352.450012,3636000,136
137,AMZN,2014-07-18,354.399994,359.679993,352.079987,358.660004,358.660004,3407400,137
138,AMZN,2014-07-21,358.100006,361.709991,356.720001,359.76001,359.76001,2278400,138
139,AMZN,2014-07-22,355.25,362.929993,355.25,360.839996,360.839996,2888900,139
140,AMZN,2014-07-23,359.049988,360.630005,356.619995,358.140015,358.140015,2687300,140
141,AMZN,2014-07-24,359.980011,364.850006,358.519989,358.609985,358.609985,7088700,141
142,AMZN,2014-07-25,317.299988,324.869995,314.76001,324.01001,324.01001,17846500,142
143,AMZN,2014-07-28,324.25,324.820007,316.5,320.410004,320.410004,5932000,143
144,AMZN,2014-07-29,321.980011,322.899994,319.5,320,320,2883800,144
145,AMZN,2014-07-30,321.450012,322.730011,318.5,322.51001,322.51001,3969000,145
146,AMZN,2014-07-31,320.01001,320.679993,311.859985,312.98999,312.98999,5192000,146
147,AMZN,2014-08-01,313.690002,315.829987,304.589996,307.059998,307.059998,7441500,147
148,AMZN,2014-08-04,308.839996,316.179993,308.5,313.649994,313.649994,4200900,148
149,AMZN,2014-08-05,313.299988,314.549988,310.059998,312.320007,312.320007,2852100,149
150,AMZN,2014-08-06,310.829987,315.779999,310.200012,313.890015,313.890015,2296900,150
151,AMZN,2014-08-07,315.209991,315.880005,309.649994,311.450012,311.450012,2935600,151
152,AMZN,2014-08-08,311.940002,317.320007,310.660004,316.799988,316.799988,2705900,152
153,AMZN,2014-08-11,318.480011,320.380005,316.880005,318.329987,318.329987,2468600,153
154,AMZN,2014-08-12,318.890015,321.309998,316.950012,319.320007,319.320007,1915800,154
155,AMZN,2014-08-13,327.600006,331.720001,326.140015,326.279999,326.279999,4939100,155
156,AMZN,2014-08-14,327.799988,334.089996,326.709991,333.209991,333.209991,3420400,156
157,AMZN,2014-08-15,334,335,328.320007,333.630005,333.630005,3896700,157
